Geography,Year,Numerator,Denominator
Tehama,2019-2021,197.0,54503.0
Tehama,2020,0.0,731.0
Tehama,2021,0.0,750.0
Trinity,2007,0.0,118.0
Trinity,2007-2009,0.0,7902.0
Trinity,2008,0.0,126.0
Trinity,2008-2010,0.0,7663.0
Trinity,2009,0.0,117.0
Trinity,2009-2011,0.0,7604.0
Trinity,2010,0.0,107.0
Trinity,2010-2012,0.0,7778.0
Trinity,2011,0.0,124.0
Trinity,2011-2013,0.0,7620.0
Trinity,2012,0.0,125.0
Trinity,2012-2014,0.0,7365.0
Trinity,2013,0.0,100.0
Trinity,2013-2015,0.0,7384.0
Trinity,2014,0.0,112.0
Trinity,2014-2016,0.0,7588.0
Trinity,2015,0.0,102.0
Trinity,2015-2017,0.0,7932.0
Trinity,2016,0.0,109.0
Trinity,2016-2018,0.0,8200.0
Trinity,2017,0.0,126.0
Trinity,2017-2019,0.0,7927.0
Trinity,2018,0.0,112.0
Trinity,2018-2020,0.0,7368.0
Trinity,2019,0.0,97.0
Trinity,2019-2021,0.0,7373.0
Trinity,2020,0.0,102.0
Trinity,2021,0.0,113.0
Tulare,2007,64.0,8509.0
Tulare,2007-2009,2703.0,558998.0
Tulare,2008,41.0,8533.0
Tulare,2008-2010,2384.0,551323.0
Tulare,2009,46.0,8362.0
Tulare,2009-2011,2189.0,539007.0
Tulare,2010,46.0,8160.0
Tulare,2010-2012,2046.0,531175.0
Tulare,2011,31.0,7966.0
Tulare,2011-2013,1976.0,520359.0
Tulare,2012,39.0,8001.0
Tulare,2012-2014,2311.0,512907.0
Tulare,2013,42.0,7652.0
Tulare,2013-2015,2620.0,543419.0
Tulare,2014,47.0,7619.0
Tulare,2014-2016,2736.0,531287.0
Tulare,2015,42.0,7413.0
Tulare,2015-2017,2707.0,519494.0
Tulare,2016,48.0,7146.0
Tulare,2016-2018,2539.0,507496.0
Tulare,2017,48.0,7131.0
Tulare,2017-2019,2101.0,498744.0
Tulare,2018,33.0,6898.0
Tulare,2018-2020,2072.0,489038.0
Tulare,2019,26.0,6766.0
Tulare,2019-2021,2102.0,486806.0
Tulare,2020,46.0,6705.0
Tulare,2021,34.0,6799.0
Tuolumne,2007,0.0,474.0
Tuolumne,2007-2009,0.0,30505.0
Tuolumne,2008,0.0,487.0
Tuolumne,2008-2010,0.0,30770.0
Tuolumne,2009,0.0,425.0
Tuolumne,2009-2011,0.0,29508.0
Tuolumne,2010,0.0,487.0
Tuolumne,2010-2012,0.0,30295.0
Tuolumne,2011,0.0,430.0
Tuolumne,2011-2013,0.0,30036.0
Tuolumne,2012,0.0,460.0
Tuolumne,2012-2014,20.0,30613.0
Tuolumne,2013,0.0,475.0
Tuolumne,2013-2015,0.0,33422.0
Tuolumne,2014,0.0,454.0
Tuolumne,2014-2016,44.0,32983.0
Tuolumne,2015,0.0,466.0
Tuolumne,2015-2017,0.0,33358.0
Tuolumne,2016,0.0,456.0
Tuolumne,2016-2018,20.0,32972.0
Tuolumne,2017,0.0,470.0
Tuolumne,2017-2019,0.0,33257.0
Tuolumne,2018,0.0,450.0
Tuolumne,2018-2020,32.0,31451.0
Tuolumne,2019,0.0,466.0
Tuolumne,2019-2021,0.0,31642.0
Tuolumne,2020,0.0,395.0
Tuolumne,2021,0.0,458.0
United States,2007-2009,0.0,0.0
United States,2008,28075.0,4247726.0
United States,2008-2010,0.0,0.0
United States,2009,26408.0,4130665.0
United States,2009-2011,0.0,0.0
United States,2010,24572.0,3999386.0
United States,2010-2012,0.0,0.0
United States,2011,24001.0,3953590.0
United States,2011-2013,0.0,0.0
United States,2012,23654.0,3952841.0
United States,2012-2014,0.0,0.0
United States,2013,23446.0,3932181.0
United States,2013-2015,0.0,0.0
United States,2014,23211.0,3988076.0
United States,2014-2016,0.0,0.0
United States,2015,23462.0,3978497.0
United States,2015-2017,0.0,0.0
United States,2016,23157.0,3945875.0
United States,2016-2018,0.0,0.0
United States,2017,22341.0,3855500.0
United States,2017-2019,0.0,0.0
United States,2018,21498.0,3791712.0
United States,2018-2020,0.0,0.0
United States,2019,20927.0,3747540.0
United States,2020,19578.0,3613647.0
United States,2021,0.0,0.0
Ventura,2007,73.0,12196.0
Ventura,2007-2009,3432.0,784710.0
Ventura,2008,64.0,12082.0
Ventura,2008-2010,3113.0,762942.0
Ventura,2009,51.0,11353.0
Ventura,2009-2011,2688.0,731613.0
Ventura,2010,55.0,11150.0
Ventura,2010-2012,2688.0,715819.0
Ventura,2011,42.0,10657.0
Ventura,2011-2013,2858.0,699990.0
Ventura,2012,52.0,10641.0
Ventura,2012-2014,2893.0,695546.0
Ventura,2013,64.0,10441.0
Ventura,2013-2015,3033.0,743195.0
Ventura,2014,44.0,10471.0
Ventura,2014-2016,2308.0,722004.0
Ventura,2015,42.0,10062.0
Ventura,2015-2017,2420.0,694497.0
Ventura,2016,31.0,9593.0
Ventura,2016-2018,2218.0,670018.0
Ventura,2017,50.0,9324.0
Ventura,2017-2019,2450.0,652555.0
Ventura,2018,33.0,9030.0
Ventura,2018-2020,2077.0,629019.0
Ventura,2019,40.0,8829.0
Ventura,2019-2021,1791.0,623177.0
Ventura,2020,31.0,8332.0
Ventura,2021,20.0,8783.0
Yolo,2007,13.0,2522.0
Yolo,2007-2009,358.0,168212.0
Yolo,2008,0.0,2669.0
Yolo,2008-2010,273.0,165831.0
Yolo,2009,0.0,2484.0
Yolo,2009-2011,224.0,158618.0
Yolo,2010,0.0,2426.0
Yolo,2010-2012,348.0,157985.0
Yolo,2011,0.0,2342.0
Yolo,2011-2013,344.0,159692.0
Yolo,2012,10.0,2452.0
Yolo,2012-2014,444.0,161034.0
Yolo,2013,10.0,2492.0
Yolo,2013-2015,725.0,174299.0
Yolo,2014,11.0,2395.0
Yolo,2014-2016,588.0,172607.0
Yolo,2015,19.0,2403.0
Yolo,2015-2017,507.0,169592.0
Yolo,2016,0.0,2423.0
Yolo,2016-2018,145.0,163100.0
Yolo,2017,0.0,2271.0
Yolo,2017-2019,146.0,155047.0
Yolo,2018,0.0,2131.0
Yolo,2018-2020,162.0,147734.0
Yolo,2019,0.0,2083.0
Yolo,2019-2021,219.0,143770.0
Yolo,2020,0.0,1961.0
Yolo,2021,0.0,1964.0
Yuba,2007,0.0,1351.0
Yuba,2007-2009,186.0,85107.0
Yuba,2008,11.0,1264.0
Yuba,2008-2010,225.0,82272.0
Yuba,2009,0.0,1246.0
Yuba,2009-2011,135.0,82672.0
Yuba,2010,0.0,1223.0
Yuba,2010-2012,154.0,81976.0
Yuba,2011,0.0,1282.0
Yuba,2011-2013,217.0,81482.0
Yuba,2012,0.0,1213.0
Yuba,2012-2014,197.0,79505.0
Yuba,2013,10.0,1200.0
Yuba,2013-2015,402.0,85147.0
Yuba,2014,0.0,1193.0
Yuba,2014-2016,410.0,86073.0
Yuba,2015,14.0,1155.0
Yuba,2015-2017,451.0,85885.0
Yuba,2016,10.0,1239.0
Yuba,2016-2018,203.0,84498.0
Yuba,2017,0.0,1184.0
Yuba,2017-2019,244.0,82721.0
Yuba,2018,0.0,1098.0
Yuba,2018-2020,281.0,80819.0
Yuba,2019,12.0,1167.0
Yuba,2019-2021,278.0,82619.0
Yuba,2020,0.0,1116.0
Yuba,2021,0.0,1181.0
